id,empresa,cnpj,cidade,estado,distancia_km_aracatuba,categoria,subcategoria,produto_provavel,produto_secundario,justificativa_produto,potencial,multiproduto,multioportunidade,consumo_estimado,compra_recorrente,tipo_operacao,o_que_fabrica_constroi,obras_atuais,fornecedor_atual,comprador,cargo_comprador,telefone,whatsapp,email,site,endereco,fonte,data_pesquisa,ultimo_contato,status,proximo_contato,ultima_compra,situacao,proxima_acao,necessidade_identificada,motivo_prospect,abordagem,observacoes_comerciais
ARA-026,Inox e Cia Equipamentos e Serviços,Não identificado,Araçatuba,SP,0,I,I4,Chapa inox 304 — Provável — validar,430; Filmes; Acabamentos,FATO: listada como aço inoxidável / equipamentos e serviços; avaliações de peças e acabamento.,Médio,Não,Não,Baixo,Provável — validar,Equipamentos e serviços em inox,Peças/equipamentos em inox,N/A,Não identificado,Provável — Maurício (citado em avaliação pública),Não identificado,(18) 3625-9720,(18) 99623-0210,Não identificado,Não identificado,"Rua Manoel Antônio Monteiro, 48 — Vila Industrial — Araçatuba/SP — CEP 16072-100",listamais.com.br,08/09/2026,,Sem retorno,,,Qualificado,WhatsApp: oferta 304 2B,Inox para serviços/equipamentos,Consumidor local de inox com contato WhatsApp,Amostra/preço 304; perguntar espessuras mais usadas.,Volume provavelmente menor que Ata Inox.
ARA-027,Brazzatti Inox,Não identificado,Araçatuba,SP,0,I,I4,Chapa inox 304 — Provável — validar,430; N4,FATO: listada como aço inoxidável; avaliações mencionam peças produzidas.,Médio,Não,Não,Baixo,Provável — validar,Produção de peças em inox,Peças em inox,N/A,Não identificado,Não identificado,Não identificado,(18) 99787-3677,(18) 99787-3677,Não identificado,Não identificado,"Rua Canjiro Takebe, 383 — Palmeiras — Araçatuba/SP — CEP 16071-205",listamais.com.br,08/09/2026,,Sem retorno,,,Qualificado,WhatsApp curto: ligas e espessuras,Inox para peças,Fabricante local de peças inox,Qualificar consumo antes de visita.,Lead B/C conforme volume.
ARA-028,Metalúrgica Plasminox,Não identificado,Araçatuba,SP,0,I,I5,Chapa inox 304,Bobina; Tiras,FATO: metalúrgica listada em aço inoxidável — nome indica especialização inox.,Médio,Sim,Não,Médio,Provável — validar,Metalúrgica inox,Produtos/serviços em inox (detalhe a validar),N/A,Não identificado,Não identificado,Não identificado,(18) 3608-3008,(18) 99726-4764,Não identificado,Não identificado,"Rua Clibas de Almeida Prado, 1710 — Presidente — Araçatuba/SP — CEP 16072-605",listamais.com.br,08/09/2026,,Sem retorno,,,Qualificado,Ligar: confirmar processos e consumo,Inox para metalurgia,Metalúrgica especializada em inox,Mapear ligas e formatos.,
ARA-029,Aquinox Indústria e Comércio,Não identificado,Araçatuba,SP,0,I,I4,Chapa inox — Provável — validar,304; 430,FATO: listada no Parque Industrial como aço inoxidável.,Médio,Não,Não,Baixo,Desconhecido,Indústria/comércio inox,Não detalhado publicamente,N/A,Não identificado,Não identificado,Não identificado,(18) 98153-4682,(18) 98153-4682,Não identificado,Não identificado,"Rua Brigadeiro Faria Lima, 7671 — Parque Industrial Maria Isabel — Araçatuba/SP — CEP 16080-751",listamais.com.br,08/09/2026,,Sem retorno,,,Qualificado,WhatsApp: qualificar se fabrica ou só comercializa,Validar se compra inox para transformar ou revende,Nome/listagem inox no parque industrial — precisa qualificação,Descobrir se é fabricante (I) ou revenda (R2/concorrente).,"Se for só revenda de inox, qualificar como prospect de canal/atacado."
ARA-030,Nestlé Brasil — Unidade Araçatuba,60.409.075/0029-53,Araçatuba,SP,0,I,I3,Chapa inox 304 — Provável para manutenção/ampliação — validar,Tubulações industriais via caldeiraria contratada; 316 se processo exigir — VALIDAR,FATO: fábrica de laticínios (CNAE 1052-0/00) na Rondon Km 531. Processos lácteos exigem superfícies sanitárias em inox. Compra pode ser: (a) MRO via compras corporativas; (b) via caldeirarias contratadas (ZBN etc.).,Alto,Não,Sim,Alto,Provável — validar (paradas/manutenção),Indústria de laticínios,Produtos lácteos,Não identificado,Não identificado — Provável via contratadas de manutenção,Não identificado — Provável compras industriais / facilities,Provável — Suprimentos MRO; validar,(18) 3631-6111 / (11) 5508-4400,Não identificado,Não identificado (unidade),Não identificado (corporativo nestle.com.br),"Rodovia Marechal Rondon, KM 531 — Iporã — Araçatuba/SP — CEP 16021-900",Receita/CNPJ bases; Cliquei Achei; ruacep,08/09/2026,,Sem retorno,,,Qualificado,Mapear via ZBN/caldeirarias quem atende a Nestlé; LinkedIn compras da unidade,Inox sanitário — canal de compra a descobrir,Grande indústria alimentícia local com justificativa clara de inox,Difícil acesso direto. Estratégia: (1) fornecedor de caldeiraria que atende a planta; (2) cadastro de fornecedores MRO.,⭐ MULTIOPORTUNIDADE (I + caldeirarias). Não presumir compra direta de bobina.
ARA-031,JBS — Unidade Andradina,Não identificado (unidade),Andradina,SP,100,I,I2,Chapa inox 304 — Provável via manutenção/projetos — validar,Equipamentos via fabricantes inox; tubulações,FATO: frigorífico exportador habilitado (ex.: Indonésia); ambiente de proteína animal exige inox sanitário. Compra tipicamente corporativa ou via contratadas.,Alto,Não,Sim,Alto,Provável — validar,Frigorífico / abate bovino,Processamento de carne bovina,Não identificado,Não identificado,Não identificado — Provável compras JBS corporativo ou manutenção local,Provável — Manutenção / Suprimentos; validar,Não identificado,Não identificado,Não identificado,https://www.jbs.com.br/,Andradina/SP (unidade frigorífica),andravirtual.com.br; IEA-SP histórico regional,08/09/2026,,Sem retorno,,,Qualificado,Rota Andradina: Passador + JBS — mapear contratadas de caldeiraria inox,Inox para planta frigorífica,Grande consumidor potencial de inox sanitário na região,Indireta via Passador/Ata Inox que atendem frigoríficos; ou portal de fornecedores JBS.,Acesso difícil; alto potencial se entrar na cadeia de manutenção.
ARA-032,Raízen — Filial GASA (Andradina),Não identificado (filial),Andradina,SP,100,I,I12,Chapa quente / estruturas — Provável via contratadas — validar,Inox para processos; Tubos; Perfis,"FATO: usina sucroalcooleira Raízen Gasa em Andradina; projetos E2G/ampliações históricos. Manutenção e projetos consomem aço carbono e inox, geralmente via caldeirarias (ex.: Passador).",Alto,Sim,Sim,Alto,Sim (safra/manutenção),Usina de açúcar e etanol,"Açúcar, etanol (incl. projetos E2G)",Histórico de investimentos E2G — validar status atual,Não identificado — Provável caldeirarias locais,Não identificado,Provável — Suprimentos usina / projetos; validar,Não identificado,Não identificado,Não identificado,https://www.raizen.com.br/,Andradina/SP — Usina Gasa,SMA/SP lista usinas; Gazeta da Região (E2G),08/09/2026,,Sem retorno,,,Qualificado,Entrar via Passador/ZBN (fornecedores da usina) ou cadastro Raízen,Aço para manutenção e projetos industriais,Âncora sucroalcooleira regional; puxa demanda de caldeirarias,Estratégia indireta: virar fornecedor das caldeirarias que atendem a usina.,⭐ MULTIOPORTUNIDADE. Cliente oculto = caldeiraria.
ARA-033,Raízen — Filial Destivale (Araçatuba),Não identificado (filial),Araçatuba,SP,0,I,I12,Chapa / estruturas via contratadas — Provável — validar,Inox; Tubos,FATO: listada em cadastros públicos de usinas CFA como Raízen Filial Destivale Araçatuba.,Alto,Sim,Sim,Alto,Provável — validar,Usina sucroalcooleira,Açúcar/etanol,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,https://www.raizen.com.br/,Araçatuba/SP — Filial Destivale,Lista usinas CFA jun/2022 (SMA/SP),08/09/2026,,Sem retorno,,,Qualificado,Confirmar endereço/operação atual; mapear contratadas via ZBN,Manutenção industrial,Usina local — demanda puxada por caldeirarias,Indireta via ZBN/Megatec/Passador.,Validar se unidade segue ativa sob mesmo nome.
ARA-034,Figueira Indústria e Comércio — Unidade Alcoazul,Não identificado,Araçatuba,SP,0,I,I12,Chapa / estruturas via contratadas — Provável — validar,Inox,FATO: listada em cadastro público de usinas como Figueira — Unidade Alcoazul Araçatuba.,Médio,Não,Não,Médio,Desconhecido,Usina/álcool,Álcool/açúcar — validar operação atual,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,Araçatuba/SP,Lista usinas CFA jun/2022 (SMA/SP),08/09/2026,,Sem retorno,,,Qualificado,Validar se unidade está ativa em 2026,Validar,Usina histórica na lista pública — confirmar operação,Só após confirmar atividade.,Lead não plenamente qualificado até validar operação.
ARA-035,Frigorífico Better Beef,05.826.986/0017-34 (filial listada),Araçatuba,SP,0,I,I2,Chapa inox 304 — Provável — validar,Equipamentos via fabricantes inox,FATO: frigorífico listado em bases industriais de Araçatuba — ambiente de proteína exige inox.,Médio,Não,Não,Médio,Provável — validar,Frigorífico,Processamento de carne,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,Araçatuba/SP (Parque Industrial — validar endereço),mapaindustrial.com.br,08/09/2026,,Sem retorno,,,Qualificado,Confirmar se unidade opera; telefone; canal de manutenção,Inox sanitário se planta ativa,Frigorífico local — justificativa de inox se ativo,Validar operação antes de ofertar.,Histórico regional de frigoríficos com aberturas/fechamentos — validar.
ARA-036,Rodriaco Indústria e Comércio de Ferro e Aço,Não identificado,Araçatuba,SP,0,R,R1,Linha construção/chapas — Provável portfólio concorrente,Não identificado,FATO: listada como indústria e comércio de ferro e aço.,Alto,Não,Não,Médio,Desconhecido,Comércio/indústria de ferro e aço,Distribuição de aço,N/A,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,"Rua Brigadeiro Faria Lima, 7787 — Araçatuba/SP",infoisinfo-br,08/09/2026,,Sem retorno,,,Qualificado,Mapear portfólio; não priorizar vendas,N/A,Distribuidor local — conflito de canal,Abordar como prospect (atacado/share of wallet).,Mesmo eixo da Aquinox na Faria Lima.
ARA-037,IMF — Indústria Metalúrgica Fabrão,72.845.076/0001-29,Araçatuba,SP,0,M,M15,Chapa; Bobina — Provável — validar processo,Tubo; Barras; Metalon — Provável — validar,FATO: metalúrgica listada entre as maiores indústrias locais (capital social ~R$ 11 mi). Transformação metalúrgica implica compra de aço — tipo exato a validar.,Alto,Provável — validar,Não,Alto,Provável — validar,Indústria metalúrgica,Produtos metalúrgicos (detalhe a mapear),N/A,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,Araçatuba/SP,mapaindustrial.com.br,08/09/2026,,Sem retorno,,,Qualificado,Descobrir endereço/telefone e produto final (matéria-prima → produto),Validar linha de aço consumida,Metalúrgica de porte relevante na cidade,Primeiro entender o que fabricam; depois ofertar linha aderente.,Prioridade alta se confirmar transformação de bobina/chapa.
ARA-038,Ata Rodrifer Estruturas Metálicas,Não identificado,Araçatuba,SP,0,M,M2,Metalon; Perfis U; Tubo,Chapa; Telha,FATO: listada em bases locais entre fabricantes de estruturas metálicas de Araçatuba.,Médio,Sim,Não,Médio,Provável — validar,Estruturas metálicas,Estruturas metálicas,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,Araçatuba/SP,mestregeo listagens estruturas metálicas Araçatuba,08/09/2026,,Sem retorno,,,Qualificado,Localizar no Google Maps e qualificar,Perfis/tubos para estruturas,Fabricante de estruturas — compra aço para transformar,Kit estrutura: metalon + perfil U + telha.,Lead B até confirmar porte.
ARA-039,Art Ferro Metalúrgica,Não identificado,Araçatuba,SP,0,M,M15,Chapa; Metalon — Provável — validar,Barras; Tubo,FATO: listada entre metalúrgicas/estruturas de Araçatuba.,Baixo,Não,Não,Baixo,Desconhecido,Metalúrgica,Artefatos/estruturas — validar,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,Araçatuba/SP,mestregeo listagens,08/09/2026,,Sem retorno,,,Qualificado,Busca Maps + telefone,Validar,Nome sugere transformação de ferro/aço,Qualificar antes de ofertar.,Lead não qualificado até responder perguntas 1–3.
ARA-040,Metalbens Estruturas Metálicas,Não identificado,Araçatuba,SP,0,M,M2,Metalon; Perfis; Tubo,Chapa; Telha,FATO: listada como fabricação de estruturas metálicas em Araçatuba.,Médio,Não,Não,Médio,Provável — validar,Estruturas metálicas,Estruturas metálicas,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,Araçatuba/SP,mestregeo listagens,08/09/2026,,Sem retorno,,,Qualificado,Localizar e ligar,Aço estrutural,Transformador de aço em estruturas,Oferta perfis + metalon.,
ARA-041,Sim Metálica,Não identificado,Araçatuba,SP,0,M,M2,Metalon; Perfis,Chapa,FATO: listada entre fabricantes de estruturas metálicas em Araçatuba.,Baixo,Não,Não,Baixo,Desconhecido,Estruturas metálicas,Estruturas metálicas,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,Araçatuba/SP,mestregeo listagens,08/09/2026,,Sem retorno,,,Qualificado,Busca Maps,Validar,Nome no segmento de estruturas,Qualificar porte.,Lead não qualificado plenamente.
ARA-042,TZB Estruturas,Não identificado,Araçatuba,SP,0,M,M2,Metalon; Perfis U,Tubo; Chapa,FATO: listada entre fabricantes de estruturas metálicas em Araçatuba.,Médio,Não,Não,Médio,Desconhecido,Estruturas metálicas,Estruturas,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,Araçatuba/SP,mestregeo listagens,08/09/2026,,Sem retorno,,,Qualificado,Localizar contato,Aço estrutural,Fabricante de estruturas,Qualificar e ofertar perfis.,
ARA-043,Serralheria Criativa — Portas de Enrolar,Não identificado,Araçatuba,SP,0,M,M6,Perfis / Barras / Kits portas de enrolar — VALIDAR NO CATÁLOGO,"Tubo 5""; Metalon; Chapa",FATO: listada em guias locais como fabricação e manutenção de portas de enrolar automáticas e mecânicas.,Médio,Sim,Não,Médio,Provável — validar,Fabricação de portas de enrolar,Portas de enrolar e portões,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,Araçatuba/SP,guiafix.com.br serralheiros Araçatuba,08/09/2026,,Sem retorno,,,Qualificado,Localizar telefone; ofertar linha portas de enrolar,Matéria-prima para portas de enrolar,Aderência direta à linha Portas de Enrolar,Mesma da 5 Estrelas: kit porta de enrolar.,Comparar volume com Serralheria 5 Estrelas.
ARA-044,Obra — DECK 330 (TARRAF),N/A — obra,Araçatuba,SP,0,C,C4,CA-50; Treliças; Telas,Arame recozido,FATO: empreendimento residencial TARRAF em Araçatuba com incorporação registrada; consome armadura conforme estágio estrutural.,Alto,Não,Sim,Alto,Sim (durante obra),Canteiro residencial vertical,Apartamentos DECK 330,DECK 330 — TARRAF,Não identificado — investigar canteiro,Não identificado,Não identificado,Via TARRAF (17) 4004-6655,Não identificado,contato@tarraf.com.br,https://tarraf.com.br/empreendimentos/deck-330,Araçatuba/SP (consultar memorial/stand TARRAF),tarraf.com.br,08/09/2026,,Sem retorno,,,Qualificado,Visitar canteiro/stand; identificar estágio e fornecedor de aço,Armadura da obra,Obra vertical ativa/recente da maior incorporadora na cidade,Investigação de canteiro → CD oculta.,Validar se estrutura já foi concluída antes de priorizar.
ARA-045,Empreiteiras / CDs ocultas das obras Pacaembu e TARRAF,Não identificado,Araçatuba,SP,0,CD,CD5,CA-50; CA-60; Treliças; Telas,Arame recozido; Fio-máquina,INFERÊNCIA: grandes obras habitacionais e verticais tipicamente contratam CD regional. Medida Exata e Serv Aço são candidatos; pode haver outras. Lead-placeholder para inteligência de canteiro.,Alto,Sim,Sim,Alto,Sim,Corte e dobra atendendo grandes construtoras,Armaduras para obras Pacaembu/TARRAF/Ferreira,Campo Belo; Vida Nova 3; DECK 330; Brasília Square; Hub Ferreira,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,N/A,A descobrir via canteiros,Metodologia do projeto — investigação de obras,08/09/2026,,Sem retorno,,,Qualificado,Em cada canteiro: anotar placa/fornecedor de aço; cruzar com Medida Exata/Serv Aço/Vivafer,Quem fornece o aço das grandes obras,Cliente oculto de maior valor potencial no funil construção,"Inteligência de campo, não cold call genérico.",Registro metodológico. Substituir por empresa real assim que identificada.
ARA-046,APC do Brasil (unidade Araçatuba),04.310.390/0004-08,Araçatuba,SP,0,I,I15,Inox / chapas — Provável baixo — validar se processo exige,Não presumir inox sem validação,FATO: indústria de preparação de subprodutos do abate (capital alto). Contato com ambiente agroindustrial — inox só se houver linha sanitária. NÃO presumir compra de inox.,Baixo,Não,Não,Baixo,Desconhecido,Subprodutos do abate,Subprodutos animais,N/A,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,Araçatuba/SP,mapaindustrial.com.br alimentos Araçatuba,08/09/2026,,Sem retorno,,,Qualificado,Só avançar se houver evidência de linha com inox/caldeiraria,Sem justificativa clara de inox ainda,Indústria agro — possível mas não comprovado consumo de inox,Não ofertar inox sem validação. Lead não qualificado para I até haver justificativa.,Incluído para não ignorar; classificação cautelosa conforme regras.
ARA-047,Tornofer Indústria e Comércio de Metais,01.985.314/0001-53,São José do Rio Preto,SP,135,M,M1,Chapa aço carbono; Bobina laminada,Aço inox; Aços especiais (1020/1045/4140); Latão — Provável — validar consumo,"FATO: corte a laser (Hans Laser 20–30 kW), dobra CNC, oxicorte; fornece matéria-prima ou só mão de obra; atende raio ~300 km a partir de SJRP.",Alto,Sim,Não,Alto,Sim,Centro de serviço — corte laser/dobra + comercialização de metais,Peças cortadas/dobradas sob encomenda,N/A — produção sob demanda,Não identificado,Não identificado,Provável — compras; validar,(17) 3234-3734 / (17) 3234-6360,Não identificado,Não identificado,https://tornofermetais.com.br/,"Av. Cenobelino de Barro Serra, 819 — Parque Industrial — São José do Rio Preto/SP — CEP 15030-000",tornofermetais.com.br,08/09/2026,,Sem retorno,,,Qualificado,WhatsApp/ligar: mapear espessuras e volume mensal de chapa carbono e inox,Chapas/bobinas para laser e dobra,Grande transformador em SJRP (~135 km); multiproduto; compra recorrente de chapa,NÃO tratar como CD de vergalhão — é chapa/laser. Oferta de chapa carbono + inox.,"⭐ MULTIPRODUTO. Atenção: corte/dobra de CHAPA, não armadura (fora do funil CD)."
ARA-048,Metalúrgica e Serralheria Metal Costa,Não identificado,Presidente Prudente,SP,145,M,M2,Metalon; Perfis; Chapa,Telha trapezoidal/ondulada; Tubo,FATO: estruturas metálicas e serralheria desde 2005; também lista telhas termoacústicas/galvanizadas.,Médio,Sim,Não,Médio,Provável — validar,Fabricação de estruturas e serralheria,"Estruturas metálicas, serralheria, telhas",Não identificado,Não identificado,Não identificado,Não identificado,(18) 3222-5177 / (18) 3222-7031,(18) 98121-0296,Não identificado,Não identificado,"Rua Antônio Onofre Gerbasi, 203 — Jardim das Rosas — Presidente Prudente/SP — CEP 19064-200",listamais.com.br Metal Costa,08/09/2026,,Sem retorno,,,Qualificado,WhatsApp: kit galpão (metalon/perfis/telha) + volume mensal,Perfis/metalon/chapa para estruturas,Metalúrgica ativa em Prudente (~145 km) com linha de estruturas e coberturas,Abrir com metalon + perfis; segundo telha.,Agrupar rota Presidente Prudente.
ARA-049,Emplan Estruturas Metálicas e Planejamento,Não identificado,Presidente Prudente,SP,145,M,M2,Perfis U; Metalon; Tubo industrial,Chapa; Telha,FATO: listada como estruturas metálicas e planejamento no Distrito Industrial de Presidente Prudente.,Médio,Sim,Não,Médio,Provável — validar,Fabricação/montagem de estruturas metálicas,Estruturas metálicas,Não identificado,Não identificado,Não identificado,Não identificado,(18) 3221-4522,Não identificado,Não identificado,Não identificado,"Rua Mariano Arenales Benito, 780 — Distrito Industrial — Presidente Prudente/SP — CEP 19043-130",guiatelefone.com Emplan,08/09/2026,,Sem retorno,,,Qualificado,Ligar: mapear bitolas de perfil/metalon e fornecedor atual,Perfis estruturais,Fabricante no DI de Prudente — rota combinada com Metal Costa/Jacaré,Oferta perfis + metalon; perguntar obras em carteira.,Validar porte na visita/ligação.
ARA-050,Jacaré Estruturas Metálicas,Não identificado,Presidente Prudente,SP,145,M,M2,Metalon; Perfis; Tubo,Chapa; Cantoneiras,FATO: listada como estruturas metálicas/serralheria em Presidente Prudente.,Médio,Sim,Não,Médio,Desconhecido,Estruturas metálicas / serralheria,Estruturas metálicas,Não identificado,Não identificado,Não identificado,Não identificado,(18) 3905-6129,Não identificado,Não identificado,Não identificado,"Rua Marte, 73 — Parque Jabaquara — Presidente Prudente/SP — CEP 19033-540",prudenteempresas.com.br Jacaré,08/09/2026,,Sem retorno,,,Qualificado,Ligar após Metal Costa/Emplan na mesma rota,Metalon/perfis — validar volume,Cluster de estruturas em Prudente,Qualificar volume antes de visita presencial.,Há segundo endereço listado (Jd. Bongiovani) — confirmar unidade ativa.
ARA-051,Metalúrgica São José — Estruturas Metálicas,Não identificado,Presidente Prudente,SP,145,M,M2,Perfis; Metalon; Tubo,Chapa; Telha,FATO: site próprio — estruturas metálicas de pequeno a grande porte; +14 anos; atende cidades da região.,Alto,Sim,Não,Alto,Sim,Fabricação de estruturas metálicas,"Estruturas arqueadas, duas águas, viga I",Não identificado (produção sob demanda),Não identificado,Não identificado,Provável — vendas/compras; validar,(18) 99628-7773,(18) 99628-7773,Não identificado,https://sjestruturasmetalicas.com/,Presidente Prudente/SP,sjestruturasmetalicas.com,08/09/2026,,Sem retorno,,,Qualificado,WhatsApp: oferta kit galpão (perfis + metalon + telha); mapear bitolas,Perfis estruturais e coberturas,Fabricante com site ativo e WhatsApp comercial em Prudente,Abrir com estruturas de galpão; perguntar fornecedor de perfil hoje.,⭐ Alvo âncora da rota Prudente.
ARA-052,AWS Metal Mecânica,Não identificado,Presidente Prudente,SP,145,M,M1,Chapa; Tubo; Perfis,Inox — Provável — validar,"FATO: sede em Presidente Prudente (fundada 2021); caldeiraria leve/média, corte laser, dobra, solda, usinagem e estruturas.",Alto,Sim,Sim,Médio,Sim,Caldeiraria + corte/dobra + estruturas,"Equipamentos, mezaninos, estruturas e peças sob encomenda",N/A — produção sob demanda,Não identificado,Não identificado,Provável — compras; validar,Não identificado,Não identificado,Não identificado,https://www.awsmetalmecanica.com.br/,Presidente Prudente/SP,awsmetalmecanica.com.br,08/09/2026,,Sem retorno,,,Qualificado,Localizar telefone/WhatsApp no site/Maps; mapear chapas e tubos,Chapa e tubos para caldeiraria/laser,Transformador multiprocesso em Prudente (laser + caldeiraria),Oferta chapa carbono; perguntar se trabalha inox.,Empresa jovem (2021) — validar porte e volume.
ARA-053,Fratini — Corte e Dobra de Chapas,37.629.817/0001-33,Adamantina,SP,140,M,M14,Chapa; Bobina,Tubo; Perfis — Provável — validar,FATO: CNPJ ativo; corte e dobra de chapas no DI de Adamantina; CNAE também ligado a peças/acessórios veiculares — fluxo típico chapa → corte/dobra.,Médio,Não,Não,Médio,Provável — validar,Corte e dobra de chapas (não armadura),Peças em chapa sob medida,N/A,Não identificado,Não identificado (sócios públicos em bases),Não identificado,(18) 99614-3932,(18) 99614-3932,Não identificado,Não identificado,"Av. Francisco Bellusci, 977 — Barracão 01 — DI Sr. Otávio Gavazzi — Adamantina/SP — CEP 17805-500",mestregeo.com.br CNPJ 37.629.817/0001-33; guiamania,08/09/2026,,Sem retorno,,,Qualificado,WhatsApp: espessuras de chapa e volume mensal,Chapa para corte/dobra,CD de CHAPA em Adamantina (~140 km) — não confundir com CD de vergalhão,Classificar como M (chapa). Oferta bobina/chapa.,EPP. Fora do funil CD (armadura).
ARA-054,Maridobras Corte e Dobra,Não identificado,Marília,SP,160,M,M1,Chapa aço — Provável — validar,Não identificado,FATO: listada em Marília como aço — corte e dobras.,Médio,Não,Não,Médio,Desconhecido,Corte e dobra de aço/chapa,Serviço de corte e dobra,N/A,Não identificado,Não identificado,Não identificado,(14) 3453-2654,Não identificado,Não identificado,Não identificado,"Av. Yusaburo Sasazaki, 1220 — Marília/SP — CEP 17512-031",listagens locais Marília (Need Tips),08/09/2026,,Sem retorno,,,Qualificado,Ligar: confirmar se é chapa ou vergalhão; volume e bitolas,Validar se compra chapa ou armadura,Serviço de corte/dobra em Marília (~160 km) — qualificar tipo,Primeira pergunta: trabalha vergalhão (CD) ou chapa (M)?,"Se for vergalhão, reclassificar para CD após validação."
ARA-055,Blat Estruturas Metálicas,Não identificado,Assis,SP,165,M,M2,Perfis; Chapa; Metalon,Tubo industrial; Telha,FATO: fundada em 1975; estruturas metálicas de alto desempenho; +500 projetos; ISO 9001; atende indústria e construção em todo o Brasil.,Alto,Sim,Sim,Alto,Sim,Fabricação de estruturas metálicas industriais,Estruturas metálicas industriais e para construção,Não identificado (carteira nacional),Não identificado,Não identificado,Provável — compras/projetos; validar,(18) 3324-7949,Não identificado,vendas@blat.com.br,https://blat.com.br/,"Rua do Estanho, 360 — Assis/SP — CEP 19812-020",blat.com.br,08/09/2026,,Sem retorno,,,Qualificado,E-mail vendas@blat.com.br + telefone: mapear espessuras/perfis e fornecedor atual,Aço estrutural contínuo para projetos,Grande fabricante em Assis (~165 km) com histórico longo e ISO,Abordagem industrial (não varejo). Perguntar mix chapa vs perfil.,⭐ MULTIPRODUTO + MULTIOPORTUNIDADE. Âncora da rota Assis.
ARA-056,Estruturas Metálicas e Serralheria Modelo,Não identificado,Ilha Solteira,SP,125,M,M5,Metalon; Tubo; Chapa,Perfis; Barras,"FATO: listada em Ilha Solteira como fabricação de esquadrias, portões, grades e estruturas metálicas.",Baixo,Sim,Não,Baixo,Desconhecido,Serralheria / estruturas leves,"Esquadrias, portões, grades, estruturas",Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,Não identificado,"Rua Araras, 531 — Zona Sul — Ilha Solteira/SP — CEP 15385-000",entrei.net Estruturas Metálicas Modelo Ilha Solteira,08/09/2026,,Sem retorno,,,Qualificado,Buscar telefone no Maps; qualificar volume antes de deslocar,Metalon/tubo em baixo/médio volume — validar,Serralheria em Ilha Solteira (~125 km) — preencher vazio geográfico,Só priorizar se rota Andradina/Ilha Solteira já estiver montada.,Telefone não público nas listagens — localizar Maps.
