id,empresa,cnpj,cidade,estado,distancia_km_aracatuba,categoria,linha,produto_provavel,produto_secundario,justificativa_produto,potencial,consumo_estimado,tipo_operacao,o_que_fabrica_constroi,obras_atuais,comprador,telefone,whatsapp,email,site,endereco,fonte,data_pesquisa,ultimo_contato,status,proximo_contato,ultima_compra,crm,vendedor,situacao,proxima_acao,necessidade_identificada,motivo_prospect,abordagem,observacoes_comerciais,indicacao
ARA-026,"Inox e Cia Equipamentos e Serviços","Não identificado",Araçatuba,SP,0,Metalúrgica,Inox,"Chapa inox 304 — Provável — validar","430; Filmes; Acabamentos","FATO: listada como aço inoxidável / equipamentos e serviços; avaliações de peças e acabamento.",Médio,Baixo,"Equipamentos e serviços em inox","Peças/equipamentos em inox",N/A,"Provável — Maurício (citado em avaliação pública)","(18) 3625-9720","(18) 99623-0210","Não identificado","Não identificado","Rua Manoel Antônio Monteiro, 48 — Vila Industrial — Araçatuba/SP — CEP 16072-100",listamais.com.br,08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"WhatsApp: oferta 304 2B","Inox para serviços/equipamentos","Consumidor local de inox com contato WhatsApp","Amostra/preço 304; perguntar espessuras mais usadas.","Volume provavelmente menor que Ata Inox.",
ARA-027,"Brazzatti Inox","Não identificado",Araçatuba,SP,0,Metalúrgica,Inox,"Chapa inox 304 — Provável — validar","430; N4","FATO: listada como aço inoxidável; avaliações mencionam peças produzidas.",Médio,Baixo,"Produção de peças em inox","Peças em inox",N/A,"Não identificado","(18) 99787-3677","(18) 99787-3677","Não identificado","Não identificado","Rua Canjiro Takebe, 383 — Palmeiras — Araçatuba/SP — CEP 16071-205",listamais.com.br,08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"WhatsApp curto: ligas e espessuras","Inox para peças","Fabricante local de peças inox","Qualificar consumo antes de visita.","Lead B/C conforme volume.",
ARA-028,"Metalúrgica Plasminox","Não identificado",Araçatuba,SP,0,Metalúrgica,Inox,"Chapa inox 304","Bobina; Tiras","FATO: metalúrgica listada em aço inoxidável — nome indica especialização inox.",Médio,Médio,"Metalúrgica inox","Produtos/serviços em inox (detalhe a validar)",N/A,"Não identificado","(18) 3608-3008","(18) 99726-4764","Não identificado","Não identificado","Rua Clibas de Almeida Prado, 1710 — Presidente — Araçatuba/SP — CEP 16072-605",listamais.com.br,08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Ligar: confirmar processos e consumo","Inox para metalurgia","Metalúrgica especializada em inox","Mapear ligas e formatos.",,
ARA-029,"Aquinox Indústria e Comércio","Não identificado",Araçatuba,SP,0,Metalúrgica,Inox,"Chapa inox — Provável — validar","304; 430","FATO: listada no Parque Industrial como aço inoxidável.",Médio,Baixo,"Indústria/comércio inox","Não detalhado publicamente",N/A,"Não identificado","(18) 98153-4682","(18) 98153-4682","Não identificado","Não identificado","Rua Brigadeiro Faria Lima, 7671 — Parque Industrial Maria Isabel — Araçatuba/SP — CEP 16080-751",listamais.com.br,08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"WhatsApp: qualificar se fabrica ou só comercializa","Validar se compra inox para transformar ou revende","Nome/listagem inox no parque industrial — precisa qualificação","Descobrir se é fabricante (I) ou revenda (R2/concorrente).","Se for só revenda de inox, qualificar como prospect de canal/atacado.",
ARA-030,"Nestlé Brasil — Unidade Araçatuba",60.409.075/0029-53,Araçatuba,SP,0,Indústria,"Carbono; Inox","Chapa inox 304 — Provável para manutenção/ampliação — validar","Tubulações industriais via caldeiraria contratada; 316 se processo exigir — VALIDAR","FATO: fábrica de laticínios (CNAE 1052-0/00) na Rondon Km 531. Processos lácteos exigem superfícies sanitárias em inox. Compra pode ser: (a) MRO via compras corporativas; (b) via caldeirarias contratadas (ZBN etc.).",Alto,Alto,"Indústria de laticínios","Produtos lácteos","Não identificado","Não identificado — Provável compras industriais / facilities","(18) 3631-6111 / (11) 5508-4400","Não identificado","Não identificado (unidade)","Não identificado (corporativo nestle.com.br)","Rodovia Marechal Rondon, KM 531 — Iporã — Araçatuba/SP — CEP 16021-900","Receita/CNPJ bases; Cliquei Achei; ruacep",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Mapear via ZBN/caldeirarias quem atende a Nestlé; LinkedIn compras da unidade","Inox sanitário — canal de compra a descobrir","Grande indústria alimentícia local com justificativa clara de inox","Difícil acesso direto. Estratégia: (1) fornecedor de caldeiraria que atende a planta; (2) cadastro de fornecedores MRO.","⭐ MULTIOPORTUNIDADE (I + caldeirarias). Não presumir compra direta de bobina.",
ARA-031,"JBS — Unidade Andradina","Não identificado (unidade)",Andradina,SP,100,Indústria,"Carbono; Inox","Chapa inox 304 — Provável via manutenção/projetos — validar","Equipamentos via fabricantes inox; tubulações","FATO: frigorífico exportador habilitado (ex.: Indonésia); ambiente de proteína animal exige inox sanitário. Compra tipicamente corporativa ou via contratadas.",Alto,Alto,"Frigorífico / abate bovino","Processamento de carne bovina","Não identificado","Não identificado — Provável compras JBS corporativo ou manutenção local","Não identificado","Não identificado","Não identificado",https://www.jbs.com.br/,"Andradina/SP (unidade frigorífica)","andravirtual.com.br; IEA-SP histórico regional",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Rota Andradina: Passador + JBS — mapear contratadas de caldeiraria inox","Inox para planta frigorífica","Grande consumidor potencial de inox sanitário na região","Indireta via Passador/Ata Inox que atendem frigoríficos; ou portal de fornecedores JBS.","Acesso difícil; alto potencial se entrar na cadeia de manutenção.",
ARA-032,"Raízen — Parque de Bioenergia Gasa (Andradina)","Não identificado (filial)",Andradina,SP,100,Indústria,"Carbono; Inox","Chapa quente / estruturas — Provável via contratadas — validar","Inox para processos; Tubos; Perfis","FATO: usina sucroalcooleira Raízen Gasa em Andradina (UDOP/CFA); projetos E2G/ampliações históricos. Manutenção e projetos consomem aço carbono e inox, geralmente via caldeirarias (ex.: Passador).",Alto,Alto,"Usina de açúcar e etanol","Açúcar, etanol (incl. projetos E2G)","Histórico de investimentos E2G — validar status atual","Não identificado","Não identificado","Não identificado","Não identificado",https://www.raizen.com.br/,"Rod. Acesso a UHE Três Irmãos — Fazenda Guanabara — Zona Rural — Andradina/SP — CEP 16900-970","udop.com.br Gasa; SMA/SP CFA; Gazeta da Região (E2G)",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Entrar via Passador/ZBN (fornecedores da usina) ou portal de fornecedores Raízen","Aço para manutenção e projetos industriais (inox em processo)","Âncora sucroalcooleira regional; puxa demanda de caldeirarias","Estratégia indireta: virar fornecedor das caldeirarias que atendem a usina.","⭐ MULTIOPORTUNIDADE. Cliente oculto = caldeiraria. Cluster Raízen noroeste.",
ARA-033,"Raízen — Parque de Bioenergia Destivale (Araçatuba)","Não identificado (filial)",Araçatuba,SP,0,Indústria,"Carbono; Inox","Chapa / estruturas via contratadas — Provável — validar","Inox para processo; Tubos","FATO: UDOP/Raízen — Parque de Bioenergia Destivale em Araçatuba; usina ativa CFA. Manutenção industrial consome aço carbono e inox via contratadas.",Alto,Alto,"Usina sucroalcooleira",Açúcar/etanol,"Operação contínua — validar projetos","Não identificado","(18) 3607-5200","Não identificado","Não identificado",https://www.raizen.com.br/,"Rod. Eliezer Montenegro Magalhães, Km 58 — Zona Rural — Araçatuba/SP — CEP 16080-603","udop.com.br Destivale; raizen.com endereços",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Mapear contratadas via ZBN/Passador; cadastro portal Raízen","Manutenção industrial (chapa + inox)","Usina local — demanda puxada por caldeirarias","Indireta via ZBN/Megatec/Passador; não cold call genérico na portaria.","⭐ MULTIOPORTUNIDADE. Prioridade máxima no cluster local.",
ARA-034,"Aralco / Figueira — Unidade Alcoazul",08.391.345/0003-97,Araçatuba,SP,0,Indústria,"Carbono; Inox","Chapa / estruturas via contratadas — Provável — validar","Inox para processo","FATO: site aralco.com.br — Unidade Alcoazul em Araçatuba; moagem ~2,2 mi t/ano; etanol + açúcar; listada CFA 2025.",Alto,Alto,"Usina de açúcar e etanol (Grupo Aralco)","Etanol (~800 mil L/dia) e açúcar (~400 t/dia)","Operação contínua — validar reformas","Não identificado","(18) 3607-2900","Não identificado",contato@aralco.com.br,https://www.aralco.com.br/,"Rodovia Caram Rezek, S/N — Bairro Córrego Azul — Araçatuba/SP — CEP 16078-095","aralco.com.br/unidades; SMA/SP CFA maio/2025",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"E-mail contato@aralco.com.br + mapear caldeirarias que atendem o grupo","Aço para manutenção de usina (inox em processo)","Usina local do Grupo Aralco — demanda de manutenção","Indireta via caldeirarias; ou cadastro de fornecedor Aralco.","Cluster Aralco: Alcoazul + Aracanguá + Generalco + Figueira Buritama.",
ARA-035,"Frigorífico Better Beef","05.826.986/0017-34 (filial listada); filial Rancharia 05.826.986/0002-58",Araçatuba,SP,0,Indústria,Inox,"Chapa inox 304 — Provável — validar","Equipamentos via fabricantes inox","FATO: frigorífico listado em bases industriais de Araçatuba — ambiente de proteína exige inox.",Médio,Médio,Frigorífico,"Processamento de carne","Não identificado","Não identificado","Não identificado","Não identificado","Não identificado","Não identificado","Araçatuba/SP (Parque Industrial — validar endereço)",mapaindustrial.com.br,08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Confirmar se unidade opera; telefone; canal de manutenção","Inox sanitário se planta ativa","Frigorífico local — justificativa de inox se ativo","Validar operação antes de ofertar.","Histórico regional de frigoríficos com aberturas/fechamentos — validar. | Indicação Paulo: unidade Rancharia (CNPJ …0002-58). | Atualizado via indicação Paulo (xlsx).",Paulo
ARA-036,"Rodriaco Indústria e Comércio de Ferro e Aço","Não identificado",Araçatuba,SP,0,Revenda,"Ferro para construção","Linha construção/chapas — Provável portfólio concorrente","Não identificado","FATO: listada como indústria e comércio de ferro e aço.",Alto,Médio,"Comércio/indústria de ferro e aço","Distribuição de aço",N/A,"Não identificado","Não identificado","Não identificado","Não identificado","Não identificado","Rua Brigadeiro Faria Lima, 7787 — Araçatuba/SP",infoisinfo-br,08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Mapear portfólio; não priorizar vendas",N/A,"Distribuidor local — conflito de canal","Abordar como prospect (atacado/share of wallet).","Mesmo eixo da Aquinox na Faria Lima.",
ARA-037,"IMF — Indústria Metalúrgica Fabrão",72.845.076/0001-29,Araçatuba,SP,0,Metalúrgica,Carbono,"Chapa; Bobina — Provável — validar processo","Tubo; Barras; Metalon — Provável — validar","FATO: metalúrgica listada entre as maiores indústrias locais (capital social ~R$ 11 mi). Transformação metalúrgica implica compra de aço — tipo exato a validar.",Alto,Alto,"Indústria metalúrgica","Produtos metalúrgicos (detalhe a mapear)",N/A,"Não identificado","Não identificado","Não identificado","Não identificado","Não identificado",Araçatuba/SP,mapaindustrial.com.br,08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Descobrir endereço/telefone e produto final (matéria-prima → produto)","Validar linha de aço consumida","Metalúrgica de porte relevante na cidade","Primeiro entender o que fabricam; depois ofertar linha aderente.","Prioridade alta se confirmar transformação de bobina/chapa.",
ARA-038,"Ata Rodrifer Estruturas Metálicas","Não identificado",Araçatuba,SP,0,Metalúrgica,Carbono,"Metalon; Perfis U; Tubo","Chapa; Telha","FATO: listada em bases locais entre fabricantes de estruturas metálicas de Araçatuba.",Médio,Médio,"Estruturas metálicas","Estruturas metálicas","Não identificado","Não identificado","Não identificado","Não identificado","Não identificado","Não identificado",Araçatuba/SP,"mestregeo listagens estruturas metálicas Araçatuba",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Localizar no Google Maps e qualificar","Perfis/tubos para estruturas","Fabricante de estruturas — compra aço para transformar","Kit estrutura: metalon + perfil U + telha.","Lead B até confirmar porte.",
ARA-039,"Art Ferro Metalúrgica","Não identificado",Araçatuba,SP,0,Metalúrgica,Carbono,"Chapa; Metalon — Provável — validar","Barras; Tubo","FATO: listada entre metalúrgicas/estruturas de Araçatuba.",Baixo,Baixo,Metalúrgica,"Artefatos/estruturas — validar","Não identificado","Não identificado","Não identificado","Não identificado","Não identificado","Não identificado",Araçatuba/SP,"mestregeo listagens",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Busca Maps + telefone",Validar,"Nome sugere transformação de ferro/aço","Qualificar antes de ofertar.","Lead não qualificado até responder perguntas 1–3.",
ARA-040,"Metalbens Estruturas Metálicas","Não identificado",Araçatuba,SP,0,Metalúrgica,Carbono,"Metalon; Perfis; Tubo","Chapa; Telha","FATO: listada como fabricação de estruturas metálicas em Araçatuba.",Médio,Médio,"Estruturas metálicas","Estruturas metálicas","Não identificado","Não identificado","Não identificado","Não identificado","Não identificado","Não identificado",Araçatuba/SP,"mestregeo listagens",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Localizar e ligar","Aço estrutural","Transformador de aço em estruturas","Oferta perfis + metalon.",,
ARA-041,"Sim Metálica","Não identificado",Araçatuba,SP,0,Metalúrgica,Carbono,"Metalon; Perfis",Chapa,"FATO: listada entre fabricantes de estruturas metálicas em Araçatuba.",Baixo,Baixo,"Estruturas metálicas","Estruturas metálicas","Não identificado","Não identificado","Não identificado","Não identificado","Não identificado","Não identificado",Araçatuba/SP,"mestregeo listagens",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Busca Maps",Validar,"Nome no segmento de estruturas","Qualificar porte.","Lead não qualificado plenamente.",
ARA-042,"TZB Estruturas","Não identificado",Araçatuba,SP,0,Metalúrgica,Carbono,"Metalon; Perfis U","Tubo; Chapa","FATO: listada entre fabricantes de estruturas metálicas em Araçatuba.",Médio,Médio,"Estruturas metálicas",Estruturas,"Não identificado","Não identificado","Não identificado","Não identificado","Não identificado","Não identificado",Araçatuba/SP,"mestregeo listagens",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Localizar contato","Aço estrutural","Fabricante de estruturas","Qualificar e ofertar perfis.",,
ARA-043,"Serralheria Criativa — Portas de Enrolar","Não identificado",Araçatuba,SP,0,Metalúrgica,Carbono,"Perfis / Barras / Kits portas de enrolar — VALIDAR NO CATÁLOGO","Tubo 5""; Metalon; Chapa","FATO: listada em guias locais como fabricação e manutenção de portas de enrolar automáticas e mecânicas.",Médio,Médio,"Fabricação de portas de enrolar","Portas de enrolar e portões","Não identificado","Não identificado","Não identificado","Não identificado","Não identificado","Não identificado",Araçatuba/SP,"guiafix.com.br serralheiros Araçatuba",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Localizar telefone; ofertar linha portas de enrolar","Matéria-prima para portas de enrolar","Aderência direta à linha Portas de Enrolar","Mesma da 5 Estrelas: kit porta de enrolar.","Comparar volume com Serralheria 5 Estrelas.",
ARA-044,"Obra — DECK 330 (TARRAF)","N/A — obra",Araçatuba,SP,0,Construtora,"Ferro para construção","CA-50; Treliças; Telas","Arame recozido","FATO: empreendimento residencial TARRAF em Araçatuba com incorporação registrada; consome armadura conforme estágio estrutural.",Alto,Alto,"Canteiro residencial vertical","Apartamentos DECK 330","DECK 330 — TARRAF","Não identificado","Via TARRAF (17) 4004-6655","Não identificado",contato@tarraf.com.br,https://tarraf.com.br/empreendimentos/deck-330,"Araçatuba/SP (consultar memorial/stand TARRAF)",tarraf.com.br,08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Visitar canteiro/stand; identificar estágio e fornecedor de aço","Armadura da obra","Obra vertical ativa/recente da maior incorporadora na cidade","Investigação de canteiro → CD oculta.","Validar se estrutura já foi concluída antes de priorizar.",
ARA-045,"Empreiteiras / CDs ocultas das obras Pacaembu e TARRAF","Não identificado",Araçatuba,SP,0,"Corte e dobra","Ferro para construção","CA-50; CA-60; Treliças; Telas","Arame recozido; Fio-máquina","INFERÊNCIA: grandes obras habitacionais e verticais tipicamente contratam CD regional. Medida Exata e Serv Aço são candidatos; pode haver outras. Lead-placeholder para inteligência de canteiro.",Alto,Alto,"Corte e dobra atendendo grandes construtoras","Armaduras para obras Pacaembu/TARRAF/Ferreira","Campo Belo; Vida Nova 3; DECK 330; Brasília Square; Hub Ferreira","Não identificado","Não identificado","Não identificado","Não identificado",N/A,"A descobrir via canteiros","Metodologia do projeto — investigação de obras",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Em cada canteiro: anotar placa/fornecedor de aço; cruzar com Medida Exata/Serv Aço/Vivafer","Quem fornece o aço das grandes obras","Cliente oculto de maior valor potencial no funil construção","Inteligência de campo, não cold call genérico.","Registro metodológico. Substituir por empresa real assim que identificada.",
ARA-046,"APC do Brasil (unidade Araçatuba)",04.310.390/0004-08,Araçatuba,SP,0,Indústria,Carbono,"Inox / chapas — Provável baixo — validar se processo exige","Não presumir inox sem validação","FATO: indústria de preparação de subprodutos do abate (capital alto). Contato com ambiente agroindustrial — inox só se houver linha sanitária. NÃO presumir compra de inox.",Baixo,Baixo,"Subprodutos do abate","Subprodutos animais",N/A,"Não identificado","Não identificado","Não identificado","Não identificado","Não identificado",Araçatuba/SP,"mapaindustrial.com.br alimentos Araçatuba",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Só avançar se houver evidência de linha com inox/caldeiraria","Sem justificativa clara de inox ainda","Indústria agro — possível mas não comprovado consumo de inox","Não ofertar inox sem validação. Lead não qualificado para I até haver justificativa.","Incluído para não ignorar; classificação cautelosa conforme regras.",
ARA-047,"Tornofer Indústria e Comércio de Metais",01.985.314/0001-53,"São José do Rio Preto",SP,135,"Corte e dobra",Carbono,"Chapa aço carbono; Bobina laminada","Aço inox; Aços especiais (1020/1045/4140); Latão — Provável — validar consumo","FATO: corte a laser (Hans Laser 20–30 kW), dobra CNC, oxicorte; fornece matéria-prima ou só mão de obra; atende raio ~300 km a partir de SJRP.",Alto,Alto,"Centro de serviço — corte laser/dobra + comercialização de metais","Peças cortadas/dobradas sob encomenda","N/A — produção sob demanda","Não identificado","(17) 3234-3734 / (17) 3234-6360","Não identificado","Não identificado",https://tornofermetais.com.br/,"Av. Cenobelino de Barro Serra, 819 — Parque Industrial — São José do Rio Preto/SP — CEP 15030-000",tornofermetais.com.br,08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"WhatsApp/ligar: mapear espessuras e volume mensal de chapa carbono e inox","Chapas/bobinas para laser e dobra","Grande transformador em SJRP (~135 km); multiproduto; compra recorrente de chapa","NÃO tratar como CD de vergalhão — é chapa/laser. Oferta de chapa carbono + inox.","⭐ MULTIPRODUTO. Atenção: corte/dobra de CHAPA, não armadura (fora do funil CD).",
ARA-048,"Metalúrgica e Serralheria Metal Costa","Não identificado","Presidente Prudente",SP,145,Metalúrgica,Carbono,"Metalon; Perfis; Chapa","Telha trapezoidal/ondulada; Tubo","FATO: estruturas metálicas e serralheria desde 2005; também lista telhas termoacústicas/galvanizadas.",Médio,Médio,"Fabricação de estruturas e serralheria","Estruturas metálicas, serralheria, telhas","Não identificado","Não identificado","(18) 3222-5177 / (18) 3222-7031","(18) 98121-0296","Não identificado","Não identificado","Rua Antônio Onofre Gerbasi, 203 — Jardim das Rosas — Presidente Prudente/SP — CEP 19064-200","listamais.com.br Metal Costa",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"WhatsApp: kit galpão (metalon/perfis/telha) + volume mensal","Perfis/metalon/chapa para estruturas","Metalúrgica ativa em Prudente (~145 km) com linha de estruturas e coberturas","Abrir com metalon + perfis; segundo telha.","Agrupar rota Presidente Prudente.",
ARA-049,"Emplan Estruturas Metálicas e Planejamento","Não identificado","Presidente Prudente",SP,145,Metalúrgica,Carbono,"Perfis U; Metalon; Tubo industrial","Chapa; Telha","FATO: listada como estruturas metálicas e planejamento no Distrito Industrial de Presidente Prudente.",Médio,Médio,"Fabricação/montagem de estruturas metálicas","Estruturas metálicas","Não identificado","Não identificado","(18) 3221-4522","Não identificado","Não identificado","Não identificado","Rua Mariano Arenales Benito, 780 — Distrito Industrial — Presidente Prudente/SP — CEP 19043-130","guiatelefone.com Emplan",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Ligar: mapear bitolas de perfil/metalon e fornecedor atual","Perfis estruturais","Fabricante no DI de Prudente — rota combinada com Metal Costa/Jacaré","Oferta perfis + metalon; perguntar obras em carteira.","Validar porte na visita/ligação.",
ARA-050,"Jacaré Estruturas Metálicas","Não identificado","Presidente Prudente",SP,145,Metalúrgica,Carbono,"Metalon; Perfis; Tubo","Chapa; Cantoneiras","FATO: listada como estruturas metálicas/serralheria em Presidente Prudente.",Médio,Médio,"Estruturas metálicas / serralheria","Estruturas metálicas","Não identificado","Não identificado","(18) 3905-6129","Não identificado","Não identificado","Não identificado","Rua Marte, 73 — Parque Jabaquara — Presidente Prudente/SP — CEP 19033-540","prudenteempresas.com.br Jacaré",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Ligar após Metal Costa/Emplan na mesma rota","Metalon/perfis — validar volume","Cluster de estruturas em Prudente","Qualificar volume antes de visita presencial.","Há segundo endereço listado (Jd. Bongiovani) — confirmar unidade ativa.",
ARA-051,"Metalúrgica São José — Estruturas Metálicas","Não identificado","Presidente Prudente",SP,145,Metalúrgica,Carbono,"Perfis; Metalon; Tubo","Chapa; Telha","FATO: site próprio — estruturas metálicas de pequeno a grande porte; +14 anos; atende cidades da região.",Alto,Alto,"Fabricação de estruturas metálicas","Estruturas arqueadas, duas águas, viga I","Não identificado (produção sob demanda)","Não identificado","(18) 99628-7773","(18) 99628-7773","Não identificado",https://sjestruturasmetalicas.com/,"Presidente Prudente/SP",sjestruturasmetalicas.com,08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"WhatsApp: oferta kit galpão (perfis + metalon + telha); mapear bitolas","Perfis estruturais e coberturas","Fabricante com site ativo e WhatsApp comercial em Prudente","Abrir com estruturas de galpão; perguntar fornecedor de perfil hoje.","⭐ Alvo âncora da rota Prudente.",
ARA-052,"AWS Metal Mecânica","Não identificado","Presidente Prudente",SP,145,"Corte e dobra","Carbono; Inox","Chapa; Tubo; Perfis","Inox — Provável — validar","FATO: sede em Presidente Prudente (fundada 2021); caldeiraria leve/média, corte laser, dobra, solda, usinagem e estruturas.",Alto,Médio,"Caldeiraria + corte/dobra + estruturas","Equipamentos, mezaninos, estruturas e peças sob encomenda","N/A — produção sob demanda","Não identificado","Não identificado","Não identificado","Não identificado",https://www.awsmetalmecanica.com.br/,"Presidente Prudente/SP",awsmetalmecanica.com.br,08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Localizar telefone/WhatsApp no site/Maps; mapear chapas e tubos","Chapa e tubos para caldeiraria/laser","Transformador multiprocesso em Prudente (laser + caldeiraria)","Oferta chapa carbono; perguntar se trabalha inox.","Empresa jovem (2021) — validar porte e volume.",
ARA-053,"Fratini — Corte e Dobra de Chapas",37.629.817/0001-33,Adamantina,SP,140,"Corte e dobra",Carbono,"Chapa; Bobina","Tubo; Perfis — Provável — validar","FATO: CNPJ ativo; corte e dobra de chapas no DI de Adamantina; CNAE também ligado a peças/acessórios veiculares — fluxo típico chapa → corte/dobra.",Médio,Médio,"Corte e dobra de chapas (não armadura)","Peças em chapa sob medida",N/A,"Não identificado (sócios públicos em bases)","(18) 99614-3932","(18) 99614-3932","Não identificado","Não identificado","Av. Francisco Bellusci, 977 — Barracão 01 — DI Sr. Otávio Gavazzi — Adamantina/SP — CEP 17805-500","mestregeo.com.br CNPJ 37.629.817/0001-33; guiamania",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"WhatsApp: espessuras de chapa e volume mensal","Chapa para corte/dobra","CD de CHAPA em Adamantina (~140 km) — não confundir com CD de vergalhão","Classificar como M (chapa). Oferta bobina/chapa.","EPP. Fora do funil CD (armadura).",
ARA-054,"Maridobras Corte e Dobra","Não identificado",Marília,SP,160,"Corte e dobra",Carbono,"Chapa aço — Provável — validar","Não identificado","FATO: listada em Marília como aço — corte e dobras.",Médio,Médio,"Corte e dobra de aço/chapa","Serviço de corte e dobra",N/A,"Não identificado","(14) 3453-2654","Não identificado","Não identificado","Não identificado","Av. Yusaburo Sasazaki, 1220 — Marília/SP — CEP 17512-031","listagens locais Marília (Need Tips)",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Ligar: confirmar se é chapa ou vergalhão; volume e bitolas","Validar se compra chapa ou armadura","Serviço de corte/dobra em Marília (~160 km) — qualificar tipo","Primeira pergunta: trabalha vergalhão (CD) ou chapa (M)?","Se for vergalhão, reclassificar para CD após validação.",
ARA-055,"Blat Estruturas Metálicas","Não identificado",Assis,SP,165,Metalúrgica,Carbono,"Perfis; Chapa; Metalon","Tubo industrial; Telha","FATO: fundada em 1975; estruturas metálicas de alto desempenho; +500 projetos; ISO 9001; atende indústria e construção em todo o Brasil.",Alto,Alto,"Fabricação de estruturas metálicas industriais","Estruturas metálicas industriais e para construção","Não identificado (carteira nacional)","Não identificado","(18) 3324-7949","Não identificado",vendas@blat.com.br,https://blat.com.br/,"Rua do Estanho, 360 — Assis/SP — CEP 19812-020",blat.com.br,08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"E-mail vendas@blat.com.br + telefone: mapear espessuras/perfis e fornecedor atual","Aço estrutural contínuo para projetos","Grande fabricante em Assis (~165 km) com histórico longo e ISO","Abordagem industrial (não varejo). Perguntar mix chapa vs perfil.","⭐ MULTIPRODUTO + MULTIOPORTUNIDADE. Âncora da rota Assis.",
ARA-056,"Estruturas Metálicas e Serralheria Modelo","Não identificado","Ilha Solteira",SP,125,Metalúrgica,Carbono,"Metalon; Tubo; Chapa","Perfis; Barras","FATO: listada em Ilha Solteira como fabricação de esquadrias, portões, grades e estruturas metálicas.",Baixo,Baixo,"Serralheria / estruturas leves","Esquadrias, portões, grades, estruturas","Não identificado","Não identificado","Não identificado","Não identificado","Não identificado","Não identificado","Rua Araras, 531 — Zona Sul — Ilha Solteira/SP — CEP 15385-000","entrei.net Estruturas Metálicas Modelo Ilha Solteira",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Buscar telefone no Maps; qualificar volume antes de deslocar","Metalon/tubo em baixo/médio volume — validar","Serralheria em Ilha Solteira (~125 km) — preencher vazio geográfico","Só priorizar se rota Andradina/Ilha Solteira já estiver montada.","Telefone não público nas listagens — localizar Maps.",
ARA-057,"Rossetti Ferro e Aço (Rede ArcelorMittal — Penápolis)","Não identificado",Penápolis,SP,45,"Corte e dobra","Ferro para construção","CA-50 / Belgo 50 S; Belgo 60; CA-25 (vergalhão)","Armadura pronta; Treliças; Telhas metálicas; Arames","FATO: site ferroeacorossetti.com.br — sistema Belgo Pronto (corte e dobra de vergalhão + armação); planta Penápolis credenciada ArcelorMittal; ISO 9001.",Alto,Alto,"Corte/dobra/armação (Belgo Pronto) + distribuição aço construção","Peças cortadas/dobradas, armadura pronta, ferragem para obras","Não identificado (atende construção civil regional)","Não identificado","(18) 3654-5500","(18) 99686-0370",contato@rossettifilhos.com.br,https://www.ferroeacorossetti.com.br/,"Rodovia Arnaldo Covolan (SP-287), KM 0,315 — Penápolis/SP — CEP 16306-550","ferroeacorossetti.com.br (Penápolis / Corte e Dobra)",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"WhatsApp/ligar: mapear bitolas e volume mensal; perguntar se compram matéria-prima fora da rede","Vergalhão para corte/dobra/armação em volume alto","CD de vergalhão a ~45 km (Penápolis) — âncora da rota intermediária","Posicionar como fornecedor alternativo/complementar de CA-50/60. Não competir no varejo da obra; focar bobina/reto para a planta.","⭐ MULTIPRODUTO + MULTIOPORTUNIDADE. Prioridade máxima da v3. Também tem planta em Bauru (fora do raio habitual).",
